groups,transport,battery,relay,component,gap,units,cv,A_uav,B_uav,C_uav,A_battery,B_battery,C_battery,R_uav,R_component
S001;S002;S003;S007;S011;S012 | S004;S005;S006;S008 | S009;S010;S013;S014;S015,14,17,6,9,16,46,0.19709351460465344,7,5,2,7,6,4,6,9
S001;S002;S003;S007;S011;S012 | S004;S005;S006;S008;S009;S010;S013;S014 | S015,14,17,6,8,15,45,0.4368611050835416,7,5,2,7,6,4,6,8
S001;S002;S003;S007;S011;S012 | S004;S005;S006;S008;S015 | S009;S010;S013;S014,13,17,6,9,15,45,0.18950480378635665,7,4,2,7,6,4,6,9
S001;S002;S003;S007;S011;S012 | S004;S005;S006;S009;S010;S013;S014 | S008;S015,13,17,6,9,15,45,0.272334193554296,7,4,2,7,6,4,6,9
S001;S002;S003;S007;S011;S012 | S004;S005;S006;S009;S010;S013;S014;S015 | S008,14,17,6,8,15,45,0.402832224551828,7,5,2,7,6,4,6,8
S001;S002;S003;S007;S011;S012 | S004;S005;S006;S015 | S008;S009;S010;S013;S014,14,17,6,9,16,46,0.22691863607288165,7,5,2,7,6,4,6,9
S001;S002;S003;S007;S011;S012 | S004;S005;S008 | S006;S009;S010;S013;S014;S015,15,18,6,9,18,48,0.21434431413455413,7,5,3,7,6,5,6,9
S001;S002;S003;S007;S011;S012 | S004;S005;S008;S009;S010;S013;S014 | S006;S015,15,18,6,8,17,47,0.39606925645641194,7,5,3,7,6,5,6,8
S001;S002;S003;S007;S011;S012 | S004;S005;S008;S009;S010;S013;S014;S015 | S006,14,18,4,6,12,42,0.6643899898443735,7,4,3,7,6,5,4,6
S001;S002;S003;S007;S011;S012 | S004;S005;S008;S015 | S006;S009;S010;S013;S014,14,18,6,9,17,47,0.19345734550055124,7,4,3,7,6,5,6,9
S001;S002;S003;S007;S011;S012 | S004;S005;S009;S010;S013;S014 | S006;S008;S015,14,18,6,9,17,47,0.23820759923131066,7,4,3,7,6,5,6,9
S001;S002;S003;S007;S011;S012 | S004;S005;S009;S010;S013;S014;S015 | S006;S008,15,18,6,8,17,47,0.3634363486474863,7,5,3,7,6,5,6,8
S001;S002;S003;S007;S011;S012 | S004;S005;S015 | S006;S008;S009;S010;S013;S014,15,18,6,9,18,48,0.2598189842408687,7,5,3,7,6,5,6,9
S001;S002;S003;S007;S011;S012;S015 | S004;S005 | S006;S008;S009;S010;S013;S014,14,18,6,9,17,47,0.31570911750849073,7,4,3,7,6,5,6,9
S001;S002;S003;S007;S011;S012;S015 | S004;S005;S006 | S008;S009;S010;S013;S014,13,17,6,9,15,45,0.2846541423878191,7,4,2,7,6,4,6,9
S001;S002;S003;S007;S011;S012;S015 | S004;S005;S006;S008 | S009;S010;S013;S014,13,17,6,9,15,45,0.24336019837293132,7,4,2,7,6,4,6,9
S001;S002;S003;S007;S011;S012;S015 | S004;S005;S006;S009;S010;S013;S014 | S008,13,17,6,8,14,44,0.40797467381429564,7,4,2,7,6,4,6,8
S001;S002;S003;S007;S011;S012;S015 | S004;S005;S008 | S006;S009;S010;S013;S014,14,18,6,9,17,47,0.25205126232260444,7,4,3,7,6,5,6,9
S001;S002;S003;S007;S011;S012;S015 | S004;S005;S008;S009;S010;S013;S014 | S006,14,18,4,6,12,42,0.6632600501729825,7,4,3,7,6,5,4,6
S001;S002;S003;S007;S011;S012;S015 | S004;S005;S009;S010;S013;S014 | S006;S008,14,18,6,8,16,46,0.37301167766415566,7,4,3,7,6,5,6,8
S001;S002;S003;S007;S011;S015 | S004;S005 | S006;S008;S009;S010;S012;S013;S014,14,17,6,9,16,46,0.3079988589562016,7,4,3,7,5,5,6,9
S001;S002;S003;S007;S011;S015 | S004;S005;S006 | S008;S009;S010;S012;S013;S014,13,16,6,9,14,44,0.27095357484623955,7,4,2,7,5,4,6,9
S001;S002;S003;S007;S011;S015 | S004;S005;S006;S008 | S009;S010;S012;S013;S014,14,17,6,9,16,46,0.1943381242677963,7,5,2,7,6,4,6,9
S001;S002;S003;S007;S011;S015 | S004;S005;S006;S008;S009;S010;S013;S014 | S012,14,17,6,8,15,45,0.4677273965118716,7,5,2,7,6,4,6,8
S001;S002;S003;S007;S011;S015 | S004;S005;S006;S008;S012 | S009;S010;S013;S014,13,16,6,9,14,44,0.16175958364163137,7,4,2,7,5,4,6,9
S001;S002;S003;S007;S011;S015 | S004;S005;S006;S009;S010;S012;S013;S014 | S008,14,17,6,8,15,45,0.4028252967023129,7,5,2,7,6,4,6,8
S001;S002;S003;S007;S011;S015 | S004;S005;S006;S009;S010;S013;S014 | S008;S012,13,16,6,9,14,44,0.2079743444365672,7,4,2,7,5,4,6,9
S001;S002;S003;S007;S011;S015 | S004;S005;S006;S012 | S008;S009;S010;S013;S014,14,17,6,9,16,46,0.16611302142467574,7,5,2,7,6,4,6,9
S001;S002;S003;S007;S011;S015 | S004;S005;S008 | S006;S009;S010;S012;S013;S014,15,18,6,9,18,48,0.21224587335857253,7,5,3,7,6,5,6,9
S001;S002;S003;S007;S011;S015 | S004;S005;S008;S009;S010;S012;S013;S014 | S006,14,17,4,6,11,41,0.6647071804244379,7,4,3,7,5,5,4,6
S001;S002;S003;S007;S011;S015 | S004;S005;S008;S009;S010;S013;S014 | S006;S012,15,18,6,8,17,47,0.42613679859603854,7,5,3,7,6,5,6,8
S001;S002;S003;S007;S011;S015 | S004;S005;S008;S012 | S006;S009;S010;S013;S014,14,17,6,9,16,46,0.152825592129944,7,4,3,7,5,5,6,9
S001;S002;S003;S007;S011;S015 | S004;S005;S009;S010;S012;S013;S014 | S006;S008,15,18,6,8,17,47,0.36316814263806513,7,5,3,7,6,5,6,8
S001;S002;S003;S007;S011;S015 | S004;S005;S009;S010;S013;S014 | S006;S008;S012,14,17,6,9,16,46,0.1762168149337146,7,4,3,7,5,5,6,9
S001;S002;S003;S007;S011;S015 | S004;S005;S012 | S006;S008;S009;S010;S013;S014,15,18,6,9,18,48,0.19617826109603784,7,5,3,7,6,5,6,9
S001;S002;S004;S005 | S003;S006;S007;S008;S009;S010;S011;S012;S013;S014 | S015,12,17,6,8,13,43,0.5008500792163961,5,4,3,7,6,4,6,8
S001;S002;S004;S005 | S003;S006;S007;S008;S009;S010;S011;S013;S014 | S012;S015,12,18,6,9,15,45,0.3770100620143942,5,4,3,7,7,4,6,9
S001;S002;S004;S005 | S003;S006;S007;S008;S009;S010;S011;S013;S014;S015 | S012,12,18,6,8,14,44,0.5285602411988509,5,4,3,7,7,4,6,8
S001;S002;S004;S005 | S003;S006;S007;S008;S011 | S009;S010;S012;S013;S014;S015,14,18,6,9,17,47,0.020555467575055667,7,4,3,7,7,4,6,9
S001;S002;S004;S005 | S003;S006;S007;S008;S011;S012 | S009;S010;S013;S014;S015,14,17,6,9,16,46,0.1077122631802649,7,4,3,7,6,4,6,9
S001;S002;S004;S005 | S003;S006;S007;S008;S011;S012;S015 | S009;S010;S013;S014,13,17,6,9,15,45,0.16464689840172606,7,3,3,7,6,4,6,9
S001;S002;S004;S005 | S003;S006;S007;S008;S011;S015 | S009;S010;S012;S013;S014,14,18,6,9,17,47,0.0648003245583165,7,4,3,7,7,4,6,9
S001;S002;S004;S005 | S003;S006;S007;S009;S010;S011;S012;S013;S014 | S008;S015,12,18,6,9,15,45,0.30116623637592116,5,4,3,7,7,4,6,9
S001;S002;S004;S005 | S003;S006;S007;S009;S010;S011;S012;S013;S014;S015 | S008,13,18,6,8,15,45,0.43711147833390734,5,5,3,7,7,4,6,8
S001;S002;S004;S005 | S003;S006;S007;S009;S010;S011;S013;S014 | S008;S012;S015,12,17,6,9,14,44,0.18437158634802703,5,4,3,7,6,4,6,9
S001;S002;S004;S005 | S003;S006;S007;S009;S010;S011;S013;S014;S015 | S008;S012,13,17,6,9,15,45,0.24134146318734717,5,5,3,7,6,4,6,9
S001;S002;S004;S005 | S003;S006;S007;S011 | S008;S009;S010;S012;S013;S014;S015,14,17,6,8,15,45,0.19865793906130885,7,4,3,7,6,4,6,8
S001;S002;S004;S005 | S003;S006;S007;S011;S012 | S008;S009;S010;S013;S014;S015,14,18,6,9,17,47,0.08535966940110744,7,4,3,7,7,4,6,9
S001;S002;S004;S005 | S003;S006;S007;S011;S012;S015 | S008;S009;S010;S013;S014,15,18,6,9,18,48,0.028792583875306105,7,5,3,7,7,4,6,9
S001;S002;S004;S005 | S003;S006;S007;S011;S015 | S008;S009;S010;S012;S013;S014,15,17,6,8,16,46,0.13995935869495044,7,5,3,7,6,4,6,8
S001;S002;S004;S005 | S003;S007;S008;S009;S010;S011;S012;S013;S014 | S006;S015,13,18,6,8,15,45,0.45641564157780734,5,4,4,7,6,5,6,8
S001;S002;S004;S005 | S003;S007;S008;S009;S010;S011;S012;S013;S014;S015 | S006,12,18,4,6,10,40,0.7157848289928546,5,3,4,7,6,5,4,6
S001;S002;S004;S005 | S003;S007;S008;S009;S010;S011;S013;S014 | S006;S012;S015,13,19,6,9,17,47,0.33415855704568065,5,4,4,7,7,5,6,9
S001;S002;S004;S005 | S003;S007;S008;S009;S010;S011;S013;S014;S015 | S006;S012,13,19,6,8,16,46,0.48338512132038164,5,4,4,7,7,5,6,8
S001;S002;S004;S005 | S003;S007;S008;S011 | S006;S009;S010;S012;S013;S014;S015,15,19,6,9,19,49,0.046809118110849986,7,4,4,7,7,5,6,9
S001;S002;S004;S005 | S003;S007;S008;S011;S012 | S006;S009;S010;S013;S014;S015,15,18,6,9,18,48,0.06496631699916462,7,4,4,7,6,5,6,9
S001;S002;S004;S005 | S003;S007;S008;S011;S012;S015 | S006;S009;S010;S013;S014,14,18,6,9,17,47,0.12182813830003994,7,3,4,7,6,5,6,9
S001;S002;S004;S005 | S003;S007;S008;S011;S015 | S006;S009;S010;S012;S013;S014,15,19,6,9,19,49,0.026585531866387242,7,4,4,7,7,5,6,9
S001;S002;S004;S005 | S003;S007;S009;S010;S011;S012;S013;S014 | S006;S008;S015,13,19,6,9,17,47,0.25681127281019744,5,4,4,7,7,5,6,9
S001;S002;S004;S005 | S003;S007;S009;S010;S011;S012;S013;S014;S015 | S006;S008,14,19,6,8,17,47,0.3909621438991705,5,5,4,7,7,5,6,8
S001;S002;S004;S005 | S003;S007;S009;S010;S011;S013;S014 | S006;S008;S012;S015,13,18,6,9,16,46,0.14154381235007993,5,4,4,7,6,5,6,9
S001;S002;S004;S005 | S003;S007;S009;S010;S011;S013;S014;S015 | S006;S008;S012,14,18,6,9,17,47,0.198500061055004,5,5,4,7,6,5,6,9
S001;S002;S004;S005 | S003;S007;S011 | S006;S008;S009;S010;S012;S013;S014;S015,15,18,6,8,17,47,0.2429403937736953,7,4,4,7,6,5,6,8
S001;S002;S004;S005 | S003;S007;S011;S012 | S006;S008;S009;S010;S013;S014;S015,15,19,6,9,19,49,0.12814592635210953,7,4,4,7,7,5,6,9
S001;S002;S004;S005 | S003;S007;S011;S012;S015 | S006;S008;S009;S010;S013;S014,16,19,6,9,20,50,0.07126655309410253,7,5,4,7,7,5,6,9
S001;S002;S004;S005 | S003;S007;S011;S015 | S006;S008;S009;S010;S012;S013;S014,16,18,6,8,18,48,0.18407287255813232,7,5,4,7,6,5,6,8
S001;S002;S004;S005;S006 | S003;S007;S008;S009;S010;S011;S012;S013;S014 | S015,12,18,6,8,14,44,0.48181433977445687,5,4,3,7,6,5,6,8
S001;S002;S004;S005;S006 | S003;S007;S008;S009;S010;S011;S013;S014 | S012;S015,12,19,6,9,16,46,0.3568887578194235,5,4,3,7,7,5,6,9
S001;S002;S004;S005;S006 | S003;S007;S008;S009;S010;S011;S013;S014;S015 | S012,12,19,6,8,15,45,0.5100691334567452,5,4,3,7,7,5,6,8
S001;S002;S004;S005;S006 | S003;S007;S008;S011 | S009;S010;S012;S013;S014;S015,14,19,6,9,18,48,0.062200068658259444,7,4,3,7,7,5,6,9
S001;S002;S004;S005;S006 | S003;S007;S008;S011;S012 | S009;S010;S013;S014;S015,14,18,6,9,17,47,0.0915510698809252,7,4,3,7,6,5,6,9
S001;S002;S004;S005;S006 | S003;S007;S008;S011;S012;S015 | S009;S010;S013;S014,13,18,6,9,16,46,0.14644340074546788,7,3,3,7,6,5,6,9
S001;S002;S004;S005;S006 | S003;S007;S008;S011;S015 | S009;S010;S012;S013;S014,14,19,6,9,18,48,0.07081648418313899,7,4,3,7,7,5,6,9
S001;S002;S004;S005;S006 | S003;S007;S009;S010;S011;S012;S013;S014 | S008;S015,12,19,6,9,16,46,0.28440921932302987,5,4,3,7,7,5,6,9
S001;S002;S004;S005;S006 | S003;S007;S009;S010;S011;S012;S013;S014;S015 | S008,13,19,6,8,16,46,0.42122743327717393,5,5,3,7,7,5,6,8
S001;S002;S004;S005;S006 | S003;S007;S009;S010;S011;S013;S014 | S008;S012;S015,12,18,6,9,15,45,0.1657832553002808,5,4,3,7,6,5,6,9
S001;S002;S004;S005;S006 | S003;S007;S009;S010;S011;S013;S014;S015 | S008;S012,13,18,6,9,16,46,0.22202321826903987,5,5,3,7,6,5,6,9
S001;S002;S004;S005;S006 | S003;S007;S011 | S008;S009;S010;S012;S013;S014;S015,14,18,6,8,16,46,0.2276061158840472,7,4,3,7,6,5,6,8
S001;S002;S004;S005;S006 | S003;S007;S011;S012 | S008;S009;S010;S013;S014;S015,14,19,6,9,18,48,0.11101417569333243,7,4,3,7,7,5,6,9
S001;S002;S004;S005;S006 | S003;S007;S011;S012;S015 | S008;S009;S010;S013;S014,15,19,6,9,19,49,0.05851742170056952,7,5,3,7,7,5,6,9
S001;S002;S004;S005;S006 | S003;S007;S011;S015 | S008;S009;S010;S012;S013;S014,15,18,6,8,17,47,0.1711658856120926,7,5,3,7,6,5,6,8
S001;S002;S004;S005;S006;S008 | S003;S007;S009;S010;S011;S012;S013;S014 | S015,12,17,6,8,13,43,0.43633163276033254,5,4,3,7,5,5,6,8
S001;S002;S004;S005;S006;S008 | S003;S007;S009;S010;S011;S013;S014 | S012;S015,12,17,6,9,14,44,0.3123562175897192,5,4,3,7,5,5,6,9
S001;S002;S004;S005;S006;S008 | S003;S007;S009;S010;S011;S013;S014;S015 | S012,13,17,6,8,14,44,0.46695841114733727,5,5,3,7,5,5,6,8
S001;S002;S004;S005;S006;S008 | S003;S007;S011 | S009;S010;S012;S013;S014;S015,14,17,6,8,15,45,0.2319529388000632,7,4,3,7,5,5,6,8
S001;S002;S004;S005;S006;S008 | S003;S007;S011;S012 | S009;S010;S013;S014;S015,14,17,6,9,16,46,0.16287852913364412,7,4,3,7,5,5,6,9
S001;S002;S004;S005;S006;S008 | S003;S007;S011;S012;S015 | S009;S010;S013;S014,14,17,6,9,16,46,0.1695126593260647,7,4,3,7,5,5,6,9
S001;S002;S004;S005;S006;S008 | S003;S007;S011;S015 | S009;S010;S012;S013;S014,15,17,6,8,16,46,0.20607255044882725,7,5,3,7,5,5,6,8
S001;S002;S004;S005;S006;S008;S009;S010;S012;S013;S014 | S003;S007;S011 | S015,13,17,6,7,13,43,0.6249899085596434,6,4,3,7,5,5,6,7
S001;S002;S004;S005;S006;S008;S009;S010;S013;S014 | S003;S007;S011 | S012;S015,13,17,6,8,14,44,0.5048265187924258,6,4,3,7,5,5,6,8
S001;S002;S004;S005;S006;S008;S009;S010;S013;S014 | S003;S007;S011;S012 | S015,13,17,6,8,14,44,0.54541846677419,6,4,3,7,5,5,6,8
S001;S002;S004;S005;S006;S008;S009;S010;S013;S014 | S003;S007;S011;S015 | S012,14,17,6,7,14,44,0.6073673731269407,6,5,3,7,5,5,6,7
S001;S002;S004;S005;S006;S008;S009;S010;S013;S014;S015 | S003;S007;S011 | S012,13,17,6,7,13,43,0.6518096348744802,6,4,3,7,5,5,6,7
S001;S002;S004;S005;S006;S008;S012 | S003;S007;S009;S010;S011;S013;S014 | S015,12,17,6,8,13,43,0.4374733295352018,5,4,3,7,5,5,6,8
S001;S002;S004;S005;S006;S008;S012 | S003;S007;S011 | S009;S010;S013;S014;S015,14,17,6,8,15,45,0.2684835943094011,7,4,3,7,5,5,6,8
S001;S002;S004;S005;S006;S008;S012 | S003;S007;S011;S015 | S009;S010;S013;S014,14,17,6,8,15,45,0.25436954508507437,7,4,3,7,5,5,6,8
S001;S002;S004;S005;S006;S008;S012;S015 | S003;S007;S011 | S009;S010;S013;S014,13,16,6,8,13,43,0.3112997995045787,7,3,3,7,4,5,6,8
S001;S002;S004;S005;S006;S008;S015 | S003;S007;S009;S010;S011;S013;S014 | S012,12,17,6,8,13,43,0.46799713221879125,5,4,3,7,5,5,6,8
S001;S002;S004;S005;S006;S008;S015 | S003;S007;S011 | S009;S010;S012;S013;S014,14,17,6,8,15,45,0.2659189743705658,7,4,3,7,5,5,6,8
S001;S002;S004;S005;S006;S008;S015 | S003;S007;S011;S012 | S009;S010;S013;S014,13,17,6,9,15,45,0.21415930103934558,7,3,3,7,5,5,6,9
S001;S002;S004;S005;S006;S009;S010;S012;S013;S014 | S003;S007;S008;S011 | S015,14,19,6,8,17,47,0.5127139244023222,6,5,3,7,7,5,6,8
S001;S002;S004;S005;S006;S009;S010;S012;S013;S014 | S003;S007;S011 | S008;S015,14,19,6,8,17,47,0.45506463853260426,6,5,3,7,7,5,6,8
S001;S002;S004;S005;S006;S009;S010;S012;S013;S014 | S003;S007;S011;S015 | S008,15,19,6,7,17,47,0.5338569787494364,6,6,3,7,7,5,6,7
S001;S002;S004;S005;S006;S009;S010;S012;S013;S014;S015 | S003;S007;S011 | S008,14,18,6,7,15,45,0.579750908910574,6,5,3,7,6,5,6,7
S001;S002;S004;S005;S006;S009;S010;S013;S014 | S003;S007;S008;S011 | S012;S015,13,19,6,9,17,47,0.3865433208352956,6,4,3,7,7,5,6,9
S001;S002;S004;S005;S006;S009;S010;S013;S014 | S003;S007;S008;S011;S012 | S015,13,18,6,8,15,45,0.4697523333681066,6,4,3,7,6,5,6,8
S001;S002;S004;S005;S006;S009;S010;S013;S014 | S003;S007;S008;S011;S015 | S012,13,19,6,8,16,46,0.5114500481524484,6,4,3,7,7,5,6,8
S001;S002;S004;S005;S006;S009;S010;S013;S014 | S003;S007;S011 | S008;S012;S015,13,18,6,8,15,45,0.3589458666616857,6,4,3,7,6,5,6,8
S001;S002;S004;S005;S006;S009;S010;S013;S014 | S003;S007;S011;S012 | S008;S015,13,19,6,9,17,47,0.37137595488133046,6,4,3,7,7,5,6,9
S001;S002;S004;S005;S006;S009;S010;S013;S014 | S003;S007;S011;S012;S015 | S008,14,19,6,8,17,47,0.46660444111206156,6,5,3,7,7,5,6,8
S001;S002;S004;S005;S006;S009;S010;S013;S014 | S003;S007;S011;S015 | S008;S012,14,18,6,8,16,46,0.35580741107395447,6,5,3,7,6,5,6,8
S001;S002;S004;S005;S006;S009;S010;S013;S014;S015 | S003;S007;S008;S011 | S012,13,18,6,8,15,45,0.5407176724321779,6,4,3,7,6,5,6,8
S001;S002;S004;S005;S006;S009;S010;S013;S014;S015 | S003;S007;S011 | S008;S012,13,17,6,8,14,44,0.4073111359698782,6,4,3,7,5,5,6,8
S001;S002;S004;S005;S006;S009;S010;S013;S014;S015 | S003;S007;S011;S012 | S008,13,18,6,8,15,45,0.5007096872076713,6,4,3,7,6,5,6,8
S001;S002;S004;S005;S006;S012 | S003;S007;S008;S009;S010;S011;S013;S014 | S015,13,19,6,8,16,46,0.46088144625624144,5,5,3,7,7,5,6,8
S001;S002;S004;S005;S006;S012 | S003;S007;S008;S011 | S009;S010;S013;S014;S015,15,19,6,9,19,49,0.11411520654021953,7,5,3,7,7,5,6,9
S001;S002;S004;S005;S006;S012 | S003;S007;S008;S011;S015 | S009;S010;S013;S014,14,19,6,9,18,48,0.13377652341137752,7,4,3,7,7,5,6,9
S001;S002;S004;S005;S006;S012 | S003;S007;S009;S010;S011;S013;S014 | S008;S015,13,19,6,9,17,47,0.2715850712647145,5,5,3,7,7,5,6,9
S001;S002;S004;S005;S006;S012 | S003;S007;S009;S010;S011;S013;S014;S015 | S008,14,19,6,8,17,47,0.4068604032648419,5,6,3,7,7,5,6,8
S001;S002;S004;S005;S006;S012 | S003;S007;S011 | S008;S009;S010;S013;S014;S015,15,19,6,8,18,48,0.2198971996262602,7,5,3,7,7,5,6,8
S001;S002;S004;S005;S006;S012 | S003;S007;S011;S015 | S008;S009;S010;S013;S014,16,19,6,8,19,49,0.17197600639150304,7,6,3,7,7,5,6,8
S001;S002;S004;S005;S006;S012;S015 | S003;S007;S008;S011 | S009;S010;S013;S014,14,18,6,9,17,47,0.1698156087481526,7,4,3,7,6,5,6,9
S001;S002;S004;S005;S006;S012;S015 | S003;S007;S009;S010;S011;S013;S014 | S008,13,18,6,8,15,45,0.40285087044208684,5,5,3,7,6,5,6,8
S001;S002;S004;S005;S006;S012;S015 | S003;S007;S011 | S008;S009;S010;S013;S014,15,18,6,8,17,47,0.22878676594932354,7,5,3,7,6,5,6,8
S001;S002;S004;S005;S006;S015 | S003;S007;S008;S009;S010;S011;S013;S014 | S012,12,18,6,8,14,44,0.4908986617436038,5,4,3,7,6,5,6,8
S001;S002;S004;S005;S006;S015 | S003;S007;S008;S011 | S009;S010;S012;S013;S014,14,18,6,9,17,47,0.11058211984395246,7,4,3,7,6,5,6,9
S001;S002;S004;S005;S006;S015 | S003;S007;S008;S011;S012 | S009;S010;S013;S014,13,17,6,9,15,45,0.14002067862940168,7,3,3,7,5,5,6,9
S001;S002;S004;S005;S006;S015 | S003;S007;S009;S010;S011;S012;S013;S014 | S008,12,18,6,8,14,44,0.40745169492744504,5,4,3,7,6,5,6,8
S001;S002;S004;S005;S006;S015 | S003;S007;S009;S010;S011;S013;S014 | S008;S012,12,17,6,9,14,44,0.20756048523013287,5,4,3,7,5,5,6,9
S001;S002;S004;S005;S006;S015 | S003;S007;S011 | S008;S009;S010;S012;S013;S014,14,17,6,8,15,45,0.21985824054422642,7,4,3,7,5,5,6,8
S001;S002;S004;S005;S006;S015 | S003;S007;S011;S012 | S008;S009;S010;S013;S014,14,18,6,9,17,47,0.1120998410275166,7,4,3,7,6,5,6,9
S001;S002;S004;S005;S008 | S003;S006;S007;S009;S010;S011;S012;S013;S014 | S015,12,16,6,8,12,42,0.4413119076994821,5,4,3,7,5,4,6,8
S001;S002;S004;S005;S008 | S003;S006;S007;S009;S010;S011;S013;S014 | S012;S015,12,16,6,9,13,43,0.3144192467342985,5,4,3,7,5,4,6,9
S001;S002;S004;S005;S008 | S003;S006;S007;S009;S010;S011;S013;S014;S015 | S012,13,16,6,8,13,43,0.47158705490098124,5,5,3,7,5,4,6,8
S001;S002;S004;S005;S008 | S003;S006;S007;S011 | S009;S010;S012;S013;S014;S015,14,16,6,8,14,44,0.18617336022319214,7,4,3,7,5,4,6,8
S001;S002;S004;S005;S008 | S003;S006;S007;S011;S012 | S009;S010;S013;S014;S015,14,16,6,9,15,45,0.12487423560068894,7,4,3,7,5,4,6,9
S001;S002;S004;S005;S008 | S003;S006;S007;S011;S012;S015 | S009;S010;S013;S014,14,16,6,9,15,45,0.1427782160459255,7,4,3,7,5,4,6,9
S001;S002;S004;S005;S008 | S003;S006;S007;S011;S015 | S009;S010;S012;S013;S014,15,16,6,8,15,45,0.16160516422313018,7,5,3,7,5,4,6,8
S001;S002;S004;S005;S008 | S003;S007;S009;S010;S011;S012;S013;S014 | S006;S015,13,17,6,8,14,44,0.39880786355685005,5,4,4,7,5,5,6,8
S001;S002;S004;S005;S008 | S003;S007;S009;S010;S011;S012;S013;S014;S015 | S006,13,17,4,6,10,40,0.668567803203893,5,4,4,7,5,5,4,6
S001;S002;S004;S005;S008 | S003;S007;S009;S010;S011;S013;S014 | S006;S012;S015,13,17,6,9,15,45,0.274463801921261,5,4,4,7,5,5,6,9
S001;S002;S004;S005;S008 | S003;S007;S009;S010;S011;S013;S014;S015 | S006;S012,14,17,6,8,15,45,0.4284993969367077,5,5,4,7,5,5,6,8
S001;S002;S004;S005;S008 | S003;S007;S011 | S006;S009;S010;S012;S013;S014;S015,15,17,6,8,16,46,0.21442279728778144,7,4,4,7,5,5,6,8
S001;S002;S004;S005;S008 | S003;S007;S011;S012 | S006;S009;S010;S013;S014;S015,15,17,6,9,17,47,0.1285390358480538,7,4,4,7,5,5,6,9
S001;S002;S004;S005;S008 | S003;S007;S011;S012;S015 | S006;S009;S010;S013;S014,15,17,6,9,17,47,0.12704523727577083,7,4,4,7,5,5,6,9
S001;S002;S004;S005;S008 | S003;S007;S011;S015 | S006;S009;S010;S012;S013;S014,16,17,6,8,17,47,0.17846256585324508,7,5,4,7,5,5,6,8
S001;S002;S004;S005;S008;S009;S010;S012;S013;S014 | S003;S006;S007;S011 | S015,13,16,6,7,12,42,0.5908987412899193,6,4,3,7,5,4,6,7
S001;S002;S004;S005;S008;S009;S010;S012;S013;S014 | S003;S007;S011 | S006;S015,14,17,6,7,14,44,0.57961948846775,6,4,4,7,5,5,6,7
S001;S002;S004;S005;S008;S009;S010;S012;S013;S014 | S003;S007;S011;S015 | S006,14,17,4,5,11,40,0.800347406385693,6,4,4,7,5,5,4,5
S001;S002;S004;S005;S008;S009;S010;S012;S013;S014;S015 | S003;S007;S011 | S006,13,16,4,5,9,38,0.8424498362461409,6,3,4,7,4,5,4,5
S001;S002;S004;S005;S008;S009;S010;S013;S014 | S003;S006;S007;S011 | S012;S015,13,16,6,8,13,43,0.468545146692396,6,4,3,7,5,4,6,8
S001;S002;S004;S005;S008;S009;S010;S013;S014 | S003;S006;S007;S011;S012 | S015,13,16,6,8,13,43,0.5191386928139611,6,4,3,7,5,4,6,8
S001;S002;S004;S005;S008;S009;S010;S013;S014 | S003;S006;S007;S011;S015 | S012,14,16,6,7,13,43,0.5764680756621088,6,5,3,7,5,4,6,7
S001;S002;S004;S005;S008;S009;S010;S013;S014 | S003;S007;S011 | S006;S012;S015,14,17,6,8,15,45,0.4633330946554889,6,4,4,7,5,5,6,8
S001;S002;S004;S005;S008;S009;S010;S013;S014 | S003;S007;S011;S012 | S006;S015,14,17,6,8,15,45,0.49997010746633685,6,4,4,7,5,5,6,8
S001;S002;S004;S005;S008;S009;S010;S013;S014 | S003;S007;S011;S012;S015 | S006,14,17,4,6,11,41,0.7302555790190287,6,4,4,7,5,5,4,6
S001;S002;S004;S005;S008;S009;S010;S013;S014 | S003;S007;S011;S015 | S006;S012,15,17,6,7,15,45,0.5597922866624654,6,5,4,7,5,5,6,7
S001;S002;S004;S005;S008;S009;S010;S013;S014;S015 | S003;S006;S007;S011 | S012,13,16,6,7,12,42,0.618058015521636,6,4,3,7,5,4,6,7
S001;S002;S004;S005;S008;S009;S010;S013;S014;S015 | S003;S007;S011 | S006;S012,14,17,6,7,14,44,0.6051345928314767,6,4,4,7,5,5,6,7
S001;S002;S004;S005;S008;S009;S010;S013;S014;S015 | S003;S007;S011;S012 | S006,13,17,4,6,10,40,0.761263239160571,6,3,4,7,5,5,4,6
S001;S002;S004;S005;S008;S012 | S003;S006;S007;S009;S010;S011;S013;S014 | S015,12,16,6,8,12,42,0.43566399567746,5,4,3,7,5,4,6,8
S001;S002;S004;S005;S008;S012 | S003;S006;S007;S011 | S009;S010;S013;S014;S015,14,16,6,8,14,44,0.2235317497014503,7,4,3,7,5,4,6,8
S001;S002;S004;S005;S008;S012 | S003;S006;S007;S011;S015 | S009;S010;S013;S014,14,16,6,8,14,44,0.21302311375617497,7,4,3,7,5,4,6,8
S001;S002;S004;S005;S008;S012 | S003;S007;S009;S010;S011;S013;S014 | S006;S015,13,17,6,8,14,44,0.3963205531064278,5,4,4,7,5,5,6,8
S001;S002;S004;S005;S008;S012 | S003;S007;S009;S010;S011;S013;S014;S015 | S006,13,17,4,6,10,40,0.6630276820964073,5,4,4,7,5,5,4,6
S001;S002;S004;S005;S008;S012 | S003;S007;S011 | S006;S009;S010;S013;S014;S015,15,17,6,8,16,46,0.241469889503852,7,4,4,7,5,5,6,8
