service_area,sortie_id,uav_type,box_ids,total_mass_kg,total_volume_m3,payload_utilization,volume_utilization,energy_kWh,operation_time_s,flight_time_s,remaining_energy_kWh,return_SOC,number_of_boxes,horizontal_energy_kWh,climb_energy_kWh,area_index,type_index,max_safe_payload_kg,safe_payload_utilization
S005,Q1-012,C,S005-MED-01;S005-HYG-01;S005-FOD-01;S005-WAT-01;S005-WAT-02;S005-WAT-03,59,0.156,0.7375,0.624,4.22219285950684,1877.19052452575,1001.19052452575,3.77780714049316,0.472225892561645,6,4.09048659010377,0.131706269403076,5,3,78.771523052128,0.749001640617714
S006,Q1-013,C,S006-MED-01;S006-HYG-01;S006-FOD-01;S006-WAT-01;S006-WAT-02;S006-WAT-03,59,0.156,0.7375,0.624,2.59798786491205,1561.55386796164,685.553867961642,5.40201213508795,0.675251516885993,6,2.46811436315644,0.129873501755608,6,3,80,0.7375
S007,Q1-014,C,S007-MED-01;S007-HYG-01;S007-FOD-01;S007-WAT-01;S007-WAT-02,45,0.129,0.5625,0.516,3.41089438000337,1907.56645732991,1097.56645732991,4.58910561999663,0.573638202499579,5,3.2005404168213,0.210353963182068,7,3,80,0.5625
S008,Q1-015,B,S008-MED-01;S008-HYG-01,9,0.047,0.3,0.643835616438356,2.48949982337678,1901.83143566034,1331.83143566034,1.51050017662322,0.377625044155806,2,2.39572917777593,0.0937706456008487,8,2,14.444891035364,0.623057659484326
S008,Q1-016,B,S008-FOD-01,8,0.028,0.266666666666667,0.383561643835616,2.47352398039811,1841.83143566034,1331.83143566034,1.52647601960189,0.381619004900473,1,2.38068138400622,0.0928425963918898,8,2,14.444891035364,0.553829030652734
S008,Q1-017,B,S008-WAT-01,14,0.027,0.466666666666667,0.36986301369863,2.58934601401688,1841.83143566034,1331.83143566034,1.41065398598312,0.352663496495781,1,2.49093512237123,0.0984108916456435,8,2,14.444891035364,0.969200803642284
S008,Q1-018,B,S008-WAT-02,14,0.027,0.466666666666667,0.36986301369863,2.58934601401688,1841.83143566034,1331.83143566034,1.41065398598312,0.352663496495781,1,2.49093512237123,0.0984108916456435,8,2,14.444891035364,0.969200803642284
S009,Q1-019,B,S009-MED-01;S009-FOD-01;S009-WAT-01,25,0.067,0.833333333333333,0.917808219178082,2.09623373442616,1558.44173308876,928.441733088758,1.90376626557384,0.47594156639346,3,2.02429569712711,0.0719380372990502,9,2,30,0.833333333333333
S010,Q1-020,B,S010-MED-01;S010-FOD-01;S010-WAT-01,25,0.067,0.833333333333333,0.917808219178082,1.82319569808993,1555.37956583122,925.379565831219,2.17680430191007,0.544201075477518,3,1.6976312442804,0.125564453809526,10,2,30,0.833333333333333
S011,Q1-021,B,S011-MED-01;S011-FOD-01;S011-WAT-01,25,0.067,0.833333333333333,0.917808219178082,1.07395176543507,1188.42047223501,558.42047223501,2.92604823456493,0.731512058641234,3,0.996359009983863,0.0775927554512024,11,2,30,0.833333333333333
S012,Q1-022,C,S012-MED-01;S012-FOD-01;S012-WAT-01,25,0.067,0.3125,0.268,4.92200679073205,2040.5906823685,1362.5906823685,3.07799320926795,0.384749151158494,3,4.78410947541596,0.137897315316094,12,3,38.5456917851843,0.648580913771774
S013,Q1-023,B,S013-MED-01;S013-FOD-01;S013-WAT-01,25,0.067,0.833333333333333,0.917808219178082,1.82475927232742,1510.4723251019,880.472325101902,2.17524072767258,0.543810181918145,3,1.72060491774665,0.104154354580773,13,2,30,0.833333333333333
S014,Q1-024,B,S014-MED-01;S014-FOD-01;S014-WAT-01,25,0.067,0.833333333333333,0.917808219178082,2.14038848210714,1869.75641638145,1239.75641638145,1.85961151789286,0.464902879473214,3,1.92297948505463,0.217408997052511,14,2,30,0.833333333333333
S015,Q1-025,B,S015-MED-01;S015-FOD-01;S015-WAT-01,25,0.067,0.833333333333333,0.917808219178082,2.30745282428421,1828.27663742702,1198.27663742702,1.69254717571579,0.423136793928948,3,2.13224522291287,0.175207601371341,15,2,30,0.833333333333333
