gap_units,total_units,work_cv,relay_task_copies,groups,need_A_uav,need_B_uav,need_C_uav,need_A_battery,need_B_battery,need_C_battery,need_R_uav,need_R_component
18,48,0.09803135704609177,10,S001;S002;S006;S008;S015 | S003;S004;S005;S007;S011 | S009;S010;S012;S013;S014,7,4,4,7,5,6,6,9
19,49,0.06535078557473983,10,S001;S002;S006;S008 | S003;S004;S005;S007;S011;S015 | S009;S010;S012;S013;S014,7,5,4,7,5,6,6,9
18,48,0.04677173056705992,10,S001;S002;S006;S008 | S003;S004;S005;S007;S011 | S009;S010;S012;S013;S014;S015,7,4,4,7,5,6,6,9
19,49,0.43407804737605404,8,S001;S002;S006;S009;S010;S012;S013;S014 | S003;S004;S005;S007;S008;S011 | S015,6,5,4,7,7,6,6,8
17,47,0.4364052809906658,9,S001;S002;S006;S009;S010;S013;S014 | S003;S004;S005;S007;S008;S011;S012 | S015,6,4,4,7,6,6,6,8
17,47,0.46516959062685276,8,S001;S002;S006;S009;S010;S013;S014;S015 | S003;S004;S005;S007;S008;S011 | S012,6,4,4,7,6,6,6,8
18,48,0.4571395940977297,8,S001;S002;S006;S009;S010;S013;S014 | S003;S004;S005;S007;S008;S011;S015 | S012,6,4,4,7,7,6,6,8
19,49,0.3017944859106238,9,S001;S002;S006;S009;S010;S013;S014 | S003;S004;S005;S007;S008;S011 | S012;S015,6,4,4,7,7,6,6,9
18,48,0.5370528126291588,9,S001;S002;S006;S012 | S003;S004;S005;S007;S008;S009;S010;S011;S013;S014 | S015,5,5,4,7,7,6,6,8
16,46,0.5774371547439091,9,S001;S002;S006 | S003;S004;S005;S007;S008;S009;S010;S011;S012;S013;S014 | S015,5,4,4,7,6,6,6,8
16,46,0.5667144705933735,9,S001;S002;S006;S015 | S003;S004;S005;S007;S008;S009;S010;S011;S013;S014 | S012,5,4,4,7,6,6,6,8
17,47,0.604135234298341,9,S001;S002;S006 | S003;S004;S005;S007;S008;S009;S010;S011;S013;S014;S015 | S012,5,4,4,7,7,6,6,8
18,48,0.4569409962003099,10,S001;S002;S006 | S003;S004;S005;S007;S008;S009;S010;S011;S013;S014 | S012;S015,5,4,4,7,7,6,6,9
19,49,0.11657541774566055,9,S001;S002;S006;S012;S015 | S003;S004;S005;S007;S008;S011 | S009;S010;S013;S014,7,4,4,7,6,6,6,9
20,50,0.15670463310253926,9,S001;S002;S006;S012 | S003;S004;S005;S007;S008;S011;S015 | S009;S010;S013;S014,7,4,4,7,7,6,6,9
21,51,0.10173893120774416,9,S001;S002;S006;S012 | S003;S004;S005;S007;S008;S011 | S009;S010;S013;S014;S015,7,5,4,7,7,6,6,9
17,47,0.20627680769871823,10,S001;S002;S006;S015 | S003;S004;S005;S007;S008;S011;S012 | S009;S010;S013;S014,7,3,4,7,5,6,6,9
18,48,0.2557732803937582,10,S001;S002;S006 | S003;S004;S005;S007;S008;S011;S012;S015 | S009;S010;S013;S014,7,3,4,7,6,6,6,9
19,49,0.2078823885876113,10,S001;S002;S006 | S003;S004;S005;S007;S008;S011;S012 | S009;S010;S013;S014;S015,7,4,4,7,6,6,6,9
19,49,0.10197031920055034,9,S001;S002;S006;S015 | S003;S004;S005;S007;S008;S011 | S009;S010;S012;S013;S014,7,4,4,7,6,6,6,9
20,50,0.1591262229617807,9,S001;S002;S006 | S003;S004;S005;S007;S008;S011;S015 | S009;S010;S012;S013;S014,7,4,4,7,7,6,6,9
20,50,0.12276936810364801,9,S001;S002;S006 | S003;S004;S005;S007;S008;S011 | S009;S010;S012;S013;S014;S015,7,4,4,7,7,6,6,9
18,48,0.4356408101435078,8,S001;S002;S006;S009;S010;S012;S013;S014;S015 | S003;S004;S005;S007;S011 | S008,6,5,4,7,6,6,6,8
20,50,0.41108783503951535,8,S001;S002;S006;S009;S010;S012;S013;S014 | S003;S004;S005;S007;S011;S015 | S008,6,6,4,7,7,6,6,8
20,50,0.2963299562729094,9,S001;S002;S006;S009;S010;S012;S013;S014 | S003;S004;S005;S007;S011 | S008;S015,6,5,4,7,7,6,6,9
17,47,0.40911936258156195,9,S001;S002;S006;S009;S010;S013;S014;S015 | S003;S004;S005;S007;S011;S012 | S008,6,4,4,7,6,6,6,8
19,49,0.40293718903659104,9,S001;S002;S006;S009;S010;S013;S014 | S003;S004;S005;S007;S011;S012;S015 | S008,6,5,4,7,7,6,6,8
19,49,0.2731873259703131,10,S001;S002;S006;S009;S010;S013;S014 | S003;S004;S005;S007;S011;S012 | S008;S015,6,4,4,7,7,6,6,9
17,47,0.23727695023501183,10,S001;S002;S006;S009;S010;S013;S014;S015 | S003;S004;S005;S007;S011 | S008;S012,6,4,4,7,5,6,6,9
19,49,0.2062130497625777,10,S001;S002;S006;S009;S010;S013;S014 | S003;S004;S005;S007;S011;S015 | S008;S012,6,5,4,7,6,6,6,9
18,48,0.17889545568851983,10,S001;S002;S006;S009;S010;S013;S014 | S003;S004;S005;S007;S011 | S008;S012;S015,6,4,4,7,6,6,6,9
17,47,0.4595413714501204,9,S001;S002;S006;S012;S015 | S003;S004;S005;S007;S009;S010;S011;S013;S014 | S008,5,5,4,7,6,6,6,8
19,49,0.49233631581553156,9,S001;S002;S006;S012 | S003;S004;S005;S007;S009;S010;S011;S013;S014;S015 | S008,5,6,4,7,7,6,6,8
19,49,0.3621335367382266,10,S001;S002;S006;S012 | S003;S004;S005;S007;S009;S010;S011;S013;S014 | S008;S015,5,5,4,7,7,6,6,9
16,46,0.4946853370435146,9,S001;S002;S006;S015 | S003;S004;S005;S007;S009;S010;S011;S012;S013;S014 | S008,5,4,4,7,6,6,6,8
18,48,0.5330098136052982,9,S001;S002;S006 | S003;S004;S005;S007;S009;S010;S011;S012;S013;S014;S015 | S008,5,5,4,7,7,6,6,8
18,48,0.4067853700348493,10,S001;S002;S006 | S003;S004;S005;S007;S009;S010;S011;S012;S013;S014 | S008;S015,5,4,4,7,7,6,6,9
16,46,0.3116801911916522,11,S001;S002;S006;S015 | S003;S004;S005;S007;S009;S010;S011;S013;S014 | S008;S012,5,4,4,7,5,6,6,9
18,48,0.3564570348919025,11,S001;S002;S006 | S003;S004;S005;S007;S009;S010;S011;S013;S014;S015 | S008;S012,5,5,4,7,6,6,6,9
17,47,0.3056130480702665,11,S001;S002;S006 | S003;S004;S005;S007;S009;S010;S011;S013;S014 | S008;S012;S015,5,4,4,7,6,6,6,9
20,50,0.05546972188725507,10,S001;S002;S006;S012;S015 | S003;S004;S005;S007;S011 | S008;S009;S010;S013;S014,7,5,4,7,6,6,6,9
22,52,0.07639483645212464,10,S001;S002;S006;S012 | S003;S004;S005;S007;S011;S015 | S008;S009;S010;S013;S014,7,6,4,7,7,6,6,9
21,51,0.10886571278832032,10,S001;S002;S006;S012 | S003;S004;S005;S007;S011 | S008;S009;S010;S013;S014;S015,7,5,4,7,7,6,6,9
19,49,0.10296802294212112,11,S001;S002;S006;S015 | S003;S004;S005;S007;S011;S012 | S008;S009;S010;S013;S014,7,4,4,7,6,6,6,9
21,51,0.1586330663947008,11,S001;S002;S006 | S003;S004;S005;S007;S011;S012;S015 | S008;S009;S010;S013;S014,7,5,4,7,7,6,6,9
20,50,0.14903773836055437,11,S001;S002;S006 | S003;S004;S005;S007;S011;S012 | S008;S009;S010;S013;S014;S015,7,4,4,7,7,6,6,9
18,48,0.11257395159978423,10,S001;S002;S006;S015 | S003;S004;S005;S007;S011 | S008;S009;S010;S012;S013;S014,7,4,4,7,5,6,6,9
20,50,0.13841939000890485,10,S001;S002;S006 | S003;S004;S005;S007;S011;S015 | S008;S009;S010;S012;S013;S014,7,5,4,7,6,6,6,9
19,49,0.1700095640725803,10,S001;S002;S006 | S003;S004;S005;S007;S011 | S008;S009;S010;S012;S013;S014;S015,7,4,4,7,6,6,6,9
14,44,0.4821158284310513,9,S001;S002;S008;S009;S010;S012;S013;S014 | S003;S004;S005;S006;S007;S011 | S015,6,4,3,7,5,5,6,8
14,44,0.45349800832753806,10,S001;S002;S008;S009;S010;S013;S014 | S003;S004;S005;S006;S007;S011;S012 | S015,6,4,3,7,5,5,6,8
14,44,0.5109298629371252,9,S001;S002;S008;S009;S010;S013;S014;S015 | S003;S004;S005;S006;S007;S011 | S012,6,4,3,7,5,5,6,8
15,45,0.4881097991091414,9,S001;S002;S008;S009;S010;S013;S014 | S003;S004;S005;S006;S007;S011;S015 | S012,6,5,3,7,5,5,6,8
15,45,0.35359814144281526,10,S001;S002;S008;S009;S010;S013;S014 | S003;S004;S005;S006;S007;S011 | S012;S015,6,4,3,7,5,5,6,9
13,43,0.4807628211193383,10,S001;S002;S008;S012 | S003;S004;S005;S006;S007;S009;S010;S011;S013;S014 | S015,5,4,3,7,5,5,6,8
13,43,0.5083991681753052,10,S001;S002;S008 | S003;S004;S005;S006;S007;S009;S010;S011;S012;S013;S014 | S015,5,4,3,7,5,5,6,8
13,43,0.5105141897161923,10,S001;S002;S008;S015 | S003;S004;S005;S006;S007;S009;S010;S011;S013;S014 | S012,5,4,3,7,5,5,6,8
14,44,0.5359174392025987,10,S001;S002;S008 | S003;S004;S005;S006;S007;S009;S010;S011;S013;S014;S015 | S012,5,5,3,7,5,5,6,8
14,44,0.3850768939052434,11,S001;S002;S008 | S003;S004;S005;S006;S007;S009;S010;S011;S013;S014 | S012;S015,5,4,3,7,5,5,6,9
14,44,0.13322841739960842,10,S001;S002;S008;S012;S015 | S003;S004;S005;S006;S007;S011 | S009;S010;S013;S014,7,3,3,7,4,5,6,9
16,46,0.11808257831586795,10,S001;S002;S008;S012 | S003;S004;S005;S006;S007;S011;S015 | S009;S010;S013;S014,7,4,3,7,5,5,6,9
16,46,0.07417670807410108,10,S001;S002;S008;S012 | S003;S004;S005;S006;S007;S011 | S009;S010;S013;S014;S015,7,4,3,7,5,5,6,9
15,45,0.14679214179839978,11,S001;S002;S008;S015 | S003;S004;S005;S006;S007;S011;S012 | S009;S010;S013;S014,7,3,3,7,5,5,6,9
16,46,0.1732431833627,11,S001;S002;S008 | S003;S004;S005;S006;S007;S011;S012;S015 | S009;S010;S013;S014,7,4,3,7,5,5,6,9
16,46,0.11677514761787247,11,S001;S002;S008 | S003;S004;S005;S006;S007;S011;S012 | S009;S010;S013;S014;S015,7,4,3,7,5,5,6,9
16,46,0.07030371411464748,10,S001;S002;S008;S015 | S003;S004;S005;S006;S007;S011 | S009;S010;S012;S013;S014,7,4,3,7,5,5,6,9
17,47,0.06974272921661581,10,S001;S002;S008 | S003;S004;S005;S006;S007;S011;S015 | S009;S010;S012;S013;S014,7,5,3,7,5,5,6,9
16,46,0.012267394137257364,10,S001;S002;S008 | S003;S004;S005;S006;S007;S011 | S009;S010;S012;S013;S014;S015,7,4,3,7,5,5,6,9
17,47,0.4267496229000086,8,S001;S002;S009;S010;S012;S013;S014 | S003;S004;S005;S006;S007;S008;S011 | S015,6,5,3,7,7,5,6,8
15,45,0.44151596019814054,9,S001;S002;S009;S010;S013;S014 | S003;S004;S005;S006;S007;S008;S011;S012 | S015,6,4,3,7,6,5,6,8
15,45,0.45829537444318696,8,S001;S002;S009;S010;S013;S014;S015 | S003;S004;S005;S006;S007;S008;S011 | S012,6,4,3,7,6,5,6,8
16,46,0.457065549529845,8,S001;S002;S009;S010;S013;S014 | S003;S004;S005;S006;S007;S008;S011;S015 | S012,6,4,3,7,7,5,6,8
17,47,0.29703155976064444,9,S001;S002;S009;S010;S013;S014 | S003;S004;S005;S006;S007;S008;S011 | S012;S015,6,4,3,7,7,5,6,9
16,46,0.5650743508449038,9,S001;S002;S012 | S003;S004;S005;S006;S007;S008;S009;S010;S011;S013;S014 | S015,5,5,3,7,7,5,6,8
14,44,0.6084962359486406,9,S001;S002 | S003;S004;S005;S006;S007;S008;S009;S010;S011;S012;S013;S014 | S015,5,4,3,7,6,5,6,8
14,44,0.5944696736889715,9,S001;S002;S015 | S003;S004;S005;S006;S007;S008;S009;S010;S011;S013;S014 | S012,5,4,3,7,6,5,6,8
15,45,0.6348237088499185,9,S001;S002 | S003;S004;S005;S006;S007;S008;S009;S010;S011;S013;S014;S015 | S012,5,4,3,7,7,5,6,8
16,46,0.4900682868850143,10,S001;S002 | S003;S004;S005;S006;S007;S008;S009;S010;S011;S013;S014 | S012;S015,5,4,3,7,7,5,6,9
17,47,0.14540958452744565,9,S001;S002;S012;S015 | S003;S004;S005;S006;S007;S008;S011 | S009;S010;S013;S014,7,4,3,7,6,5,6,9
18,48,0.1941505058408402,9,S001;S002;S012 | S003;S004;S005;S006;S007;S008;S011;S015 | S009;S010;S013;S014,7,4,3,7,7,5,6,9
19,49,0.14386420051373097,9,S001;S002;S012 | S003;S004;S005;S006;S007;S008;S011 | S009;S010;S013;S014;S015,7,5,3,7,7,5,6,9
15,45,0.24311758218816434,10,S001;S002;S015 | S003;S004;S005;S006;S007;S008;S011;S012 | S009;S010;S013;S014,7,3,3,7,5,5,6,9
16,46,0.29521152420039415,10,S001;S002 | S003;S004;S005;S006;S007;S008;S011;S012;S015 | S009;S010;S013;S014,7,3,3,7,6,5,6,9
17,47,0.24971592400341824,10,S001;S002 | S003;S004;S005;S006;S007;S008;S011;S012 | S009;S010;S013;S014;S015,7,4,3,7,6,5,6,9
17,47,0.14466311477098467,9,S001;S002;S015 | S003;S004;S005;S006;S007;S008;S011 | S009;S010;S012;S013;S014,7,4,3,7,6,5,6,9
18,48,0.20355486543938675,9,S001;S002 | S003;S004;S005;S006;S007;S008;S011;S015 | S009;S010;S012;S013;S014,7,4,3,7,7,5,6,9
18,48,0.16850450242721043,9,S001;S002 | S003;S004;S005;S006;S007;S008;S011 | S009;S010;S012;S013;S014;S015,7,4,3,7,7,5,6,9
16,46,0.41638280341564643,8,S001;S002;S009;S010;S012;S013;S014;S015 | S003;S004;S005;S006;S007;S011 | S008,6,5,3,7,6,5,6,8
18,48,0.3985388490584586,8,S001;S002;S009;S010;S012;S013;S014 | S003;S004;S005;S006;S007;S011;S015 | S008,6,6,3,7,7,5,6,8
18,48,0.2751947483983669,9,S001;S002;S009;S010;S012;S013;S014 | S003;S004;S005;S006;S007;S011 | S008;S015,6,5,3,7,7,5,6,9
15,45,0.4035946802481592,9,S001;S002;S009;S010;S013;S014;S015 | S003;S004;S005;S006;S007;S011;S012 | S008,6,4,3,7,6,5,6,8
17,47,0.4045154991250498,9,S001;S002;S009;S010;S013;S014 | S003;S004;S005;S006;S007;S011;S012;S015 | S008,6,5,3,7,7,5,6,8
17,47,0.2704883966969425,10,S001;S002;S009;S010;S013;S014 | S003;S004;S005;S006;S007;S011;S012 | S008;S015,6,4,3,7,7,5,6,9
15,45,0.21281045209424546,10,S001;S002;S009;S010;S013;S014;S015 | S003;S004;S005;S006;S007;S011 | S008;S012,6,4,3,7,5,5,6,9
17,47,0.19176187616271143,10,S001;S002;S009;S010;S013;S014 | S003;S004;S005;S006;S007;S011;S015 | S008;S012,6,5,3,7,6,5,6,9
16,46,0.15369434081447983,10,S001;S002;S009;S010;S013;S014 | S003;S004;S005;S006;S007;S011 | S008;S012;S015,6,4,3,7,6,5,6,9
15,45,0.4836711558963257,9,S001;S002;S012;S015 | S003;S004;S005;S006;S007;S009;S010;S011;S013;S014 | S008,5,5,3,7,6,5,6,8
17,47,0.5204987612673536,9,S001;S002;S012 | S003;S004;S005;S006;S007;S009;S010;S011;S013;S014;S015 | S008,5,6,3,7,7,5,6,8
17,47,0.39311896556880527,10,S001;S002;S012 | S003;S004;S005;S006;S007;S009;S010;S011;S013;S014 | S008;S015,5,5,3,7,7,5,6,9
14,44,0.5230832550654139,9,S001;S002;S015 | S003;S004;S005;S006;S007;S009;S010;S011;S012;S013;S014 | S008,5,4,3,7,6,5,6,8
16,46,0.5645939851625555,9,S001;S002 | S003;S004;S005;S006;S007;S009;S010;S011;S012;S013;S014;S015 | S008,5,5,3,7,7,5,6,8
16,46,0.44100174889401583,10,S001;S002 | S003;S004;S005;S006;S007;S009;S010;S011;S012;S013;S014 | S008;S015,5,4,3,7,7,5,6,9
14,44,0.3450155646074767,11,S001;S002;S015 | S003;S004;S005;S006;S007;S009;S010;S011;S013;S014 | S008;S012,5,4,3,7,5,5,6,9
16,46,0.39222189197029017,11,S001;S002 | S003;S004;S005;S006;S007;S009;S010;S011;S013;S014;S015 | S008;S012,5,5,3,7,6,5,6,9
15,45,0.343122619014381,11,S001;S002 | S003;S004;S005;S006;S007;S009;S010;S011;S013;S014 | S008;S012;S015,5,4,3,7,6,5,6,9
18,48,0.06707764117213397,10,S001;S002;S012;S015 | S003;S004;S005;S006;S007;S011 | S008;S009;S010;S013;S014,7,5,3,7,6,5,6,9
20,50,0.11189078954429553,10,S001;S002;S012 | S003;S004;S005;S006;S007;S011;S015 | S008;S009;S010;S013;S014,7,6,3,7,7,5,6,9
19,49,0.12611380671656303,10,S001;S002;S012 | S003;S004;S005;S006;S007;S011 | S008;S009;S010;S013;S014;S015,7,5,3,7,7,5,6,9
17,47,0.14473059051087506,11,S001;S002;S015 | S003;S004;S005;S006;S007;S011;S012 | S008;S009;S010;S013;S014,7,4,3,7,6,5,6,9
19,49,0.2009830251824241,11,S001;S002 | S003;S004;S005;S006;S007;S011;S012;S015 | S008;S009;S010;S013;S014,7,5,3,7,7,5,6,9
18,48,0.18708120115336133,11,S001;S002 | S003;S004;S005;S006;S007;S011;S012 | S008;S009;S010;S013;S014;S015,7,4,3,7,7,5,6,9
16,46,0.12999463748431656,10,S001;S002;S015 | S003;S004;S005;S006;S007;S011 | S008;S009;S010;S012;S013;S014,7,4,3,7,5,5,6,9
18,48,0.1692527594329157,10,S001;S002 | S003;S004;S005;S006;S007;S011;S015 | S008;S009;S010;S012;S013;S014,7,5,3,7,6,5,6,9
17,47,0.18910153885334333,10,S001;S002 | S003;S004;S005;S006;S007;S011 | S008;S009;S010;S012;S013;S014;S015,7,4,3,7,6,5,6,9
10,40,0.7255993027426937,7,S001;S002;S008;S009;S010;S012;S013;S014;S015 | S003;S004;S005;S007;S011 | S006,6,3,4,7,4,6,4,6
12,42,0.7004116319259293,7,S001;S002;S008;S009;S010;S012;S013;S014 | S003;S004;S005;S007;S011;S015 | S006,6,4,4,7,5,6,4,6
16,46,0.4578876669930779,9,S001;S002;S008;S009;S010;S012;S013;S014 | S003;S004;S005;S007;S011 | S006;S015,6,4,4,7,5,6,6,8
11,41,0.6838434420510906,8,S001;S002;S008;S009;S010;S013;S014;S015 | S003;S004;S005;S007;S011;S012 | S006,6,3,4,7,5,6,4,6
12,42,0.6712894200286803,8,S001;S002;S008;S009;S010;S013;S014 | S003;S004;S005;S007;S011;S012;S015 | S006,6,4,4,7,5,6,4,6
16,46,0.4214950125858459,10,S001;S002;S008;S009;S010;S013;S014 | S003;S004;S005;S007;S011;S012 | S006;S015,6,4,4,7,5,6,6,8
16,46,0.4852342781283682,9,S001;S002;S008;S009;S010;S013;S014;S015 | S003;S004;S005;S007;S011 | S006;S012,6,4,4,7,5,6,6,8
17,47,0.4579368296690893,9,S001;S002;S008;S009;S010;S013;S014 | S003;S004;S005;S007;S011;S015 | S006;S012,6,5,4,7,5,6,6,8
17,47,0.33295319550721836,10,S001;S002;S008;S009;S010;S013;S014 | S003;S004;S005;S007;S011 | S006;S012;S015,6,4,4,7,5,6,6,9
9,39,0.6806781135514203,8,S001;S002;S008;S012;S015 | S003;S004;S005;S007;S009;S010;S011;S013;S014 | S006,5,3,4,7,4,6,4,6
11,41,0.6979585746646578,8,S001;S002;S008;S012 | S003;S004;S005;S007;S009;S010;S011;S013;S014;S015 | S006,5,4,4,7,5,6,4,6
15,45,0.43668742798148436,10,S001;S002;S008;S012 | S003;S004;S005;S007;S009;S010;S011;S013;S014 | S006;S015,5,4,4,7,5,6,6,8
10,40,0.699294767695324,8,S001;S002;S008;S015 | S003;S004;S005;S007;S009;S010;S011;S012;S013;S014 | S006,5,3,4,7,5,6,4,6
11,41,0.7225250739928373,8,S001;S002;S008 | S003;S004;S005;S007;S009;S010;S011;S012;S013;S014;S015 | S006,5,4,4,7,5,6,4,6
15,45,0.46392838077755205,10,S001;S002;S008 | S003;S004;S005;S007;S009;S010;S011;S012;S013;S014 | S006;S015,5,4,4,7,5,6,6,8
15,45,0.46573133884068174,10,S001;S002;S008;S015 | S003;S004;S005;S007;S009;S010;S011;S013;S014 | S006;S012,5,4,4,7,5,6,6,8
16,46,0.4906756319475361,10,S001;S002;S008 | S003;S004;S005;S007;S009;S010;S011;S013;S014;S015 | S006;S012,5,5,4,7,5,6,6,8
16,46,0.34227952712243964,11,S001;S002;S008 | S003;S004;S005;S007;S009;S010;S011;S013;S014 | S006;S012;S015,5,4,4,7,5,6,6,9
16,46,0.11567259630540398,10,S001;S002;S008;S012;S015 | S003;S004;S005;S007;S011 | S006;S009;S010;S013;S014,7,3,4,7,4,6,6,9
18,48,0.0833270946948612,10,S001;S002;S008;S012 | S003;S004;S005;S007;S011;S015 | S006;S009;S010;S013;S014,7,4,4,7,5,6,6,9
18,48,0.061342899170193144,10,S001;S002;S008;S012 | S003;S004;S005;S007;S011 | S006;S009;S010;S013;S014;S015,7,4,4,7,5,6,6,9
17,47,0.10521279100537931,11,S001;S002;S008;S015 | S003;S004;S005;S007;S011;S012 | S006;S009;S010;S013;S014,7,3,4,7,5,6,6,9
18,48,0.13073790877432692,11,S001;S002;S008 | S003;S004;S005;S007;S011;S012;S015 | S006;S009;S010;S013;S014,7,4,4,7,5,6,6,9
18,48,0.07483870580718219,11,S001;S002;S008 | S003;S004;S005;S007;S011;S012 | S006;S009;S010;S013;S014;S015,7,4,4,7,5,6,6,9
18,48,0.05810457682887747,10,S001;S002;S008;S015 | S003;S004;S005;S007;S011 | S006;S009;S010;S012;S013;S014,7,4,4,7,5,6,6,9
19,49,0.02582922732227267,10,S001;S002;S008 | S003;S004;S005;S007;S011;S015 | S006;S009;S010;S012;S013;S014,7,5,4,7,5,6,6,9
18,48,0.0348489241402523,10,S001;S002;S008 | S003;S004;S005;S007;S011 | S006;S009;S010;S012;S013;S014;S015,7,4,4,7,5,6,6,9
13,43,0.6698890413806058,6,S001;S002;S009;S010;S012;S013;S014;S015 | S003;S004;S005;S007;S008;S011 | S006,6,4,4,7,6,6,4,6
14,44,0.6619855505962036,6,S001;S002;S009;S010;S012;S013;S014 | S003;S004;S005;S007;S008;S011;S015 | S006,6,4,4,7,7,6,4,6
19,49,0.3890262114709866,8,S001;S002;S009;S010;S012;S013;S014 | S003;S004;S005;S007;S008;S011 | S006;S015,6,5,4,7,7,6,6,8
11,41,0.6631842716495538,7,S001;S002;S009;S010;S013;S014;S015 | S003;S004;S005;S007;S008;S011;S012 | S006,6,3,4,7,5,6,4,6
12,42,0.6687530190949461,7,S001;S002;S009;S010;S013;S014 | S003;S004;S005;S007;S008;S011;S012;S015 | S006,6,3,4,7,6,6,4,6
17,47,0.3989610525045849,9,S001;S002;S009;S010;S013;S014 | S003;S004;S005;S007;S008;S011;S012 | S006;S015,6,4,4,7,6,6,6,8
17,47,0.4194887593826936,8,S001;S002;S009;S010;S013;S014;S015 | S003;S004;S005;S007;S008;S011 | S006;S012,6,4,4,7,6,6,6,8
18,48,0.4143728787431341,8,S001;S002;S009;S010;S013;S014 | S003;S004;S005;S007;S008;S011;S015 | S006;S012,6,4,4,7,7,6,6,8
19,49,0.2591123345779635,9,S001;S002;S009;S010;S013;S014 | S003;S004;S005;S007;S008;S011 | S006;S012;S015,6,4,4,7,7,6,6,9
12,42,0.7457868362917189,7,S001;S002;S012;S015 | S003;S004;S005;S007;S008;S009;S010;S011;S013;S014 | S006,5,4,4,7,6,6,4,6
13,43,0.7792638358091232,7,S001;S002;S012 | S003;S004;S005;S007;S008;S009;S010;S011;S013;S014;S015 | S006,5,4,4,7,7,6,4,6
18,48,0.5199464760821945,9,S001;S002;S012 | S003;S004;S005;S007;S008;S009;S010;S011;S013;S014 | S006;S015,5,5,4,7,7,6,6,8
10,40,0.7816190425198212,7,S001;S002;S015 | S003;S004;S005;S007;S008;S009;S010;S011;S012;S013;S014 | S006,5,3,4,7,5,6,4,6
11,41,0.8196461044758062,7,S001;S002 | S003;S004;S005;S007;S008;S009;S010;S011;S012;S013;S014;S015 | S006,5,3,4,7,6,6,4,6
16,46,0.5642053116053187,9,S001;S002 | S003;S004;S005;S007;S008;S009;S010;S011;S012;S013;S014 | S006;S015,5,4,4,7,6,6,6,8
16,46,0.5483331297553603,9,S001;S002;S015 | S003;S004;S005;S007;S008;S009;S010;S011;S013;S014 | S006;S012,5,4,4,7,6,6,6,8
17,47,0.5893892944809462,9,S001;S002 | S003;S004;S005;S007;S008;S009;S010;S011;S013;S014;S015 | S006;S012,5,4,4,7,7,6,6,8
18,48,0.44899715342369995,10,S001;S002 | S003;S004;S005;S007;S008;S009;S010;S011;S013;S014 | S006;S012;S015,5,4,4,7,7,6,6,9
19,49,0.10228237967084655,9,S001;S002;S012;S015 | S003;S004;S005;S007;S008;S011 | S006;S009;S010;S013;S014,7,4,4,7,6,6,6,9
20,50,0.15562833296237924,9,S001;S002;S012 | S003;S004;S005;S007;S008;S011;S015 | S006;S009;S010;S013;S014,7,4,4,7,7,6,6,9
21,51,0.11316635950861723,9,S001;S002;S012 | S003;S004;S005;S007;S008;S011 | S006;S009;S010;S013;S014;S015,7,5,4,7,7,6,6,9
17,47,0.2059333680383721,10,S001;S002;S015 | S003;S004;S005;S007;S008;S011;S012 | S006;S009;S010;S013;S014,7,3,4,7,5,6,6,9
18,48,0.2605097301099964,10,S001;S002 | S003;S004;S005;S007;S008;S011;S012;S015 | S006;S009;S010;S013;S014,7,3,4,7,6,6,6,9
19,49,0.2196528029523757,10,S001;S002 | S003;S004;S005;S007;S008;S011;S012 | S006;S009;S010;S013;S014;S015,7,4,4,7,6,6,6,9
19,49,0.11498046017233444,9,S001;S002;S015 | S003;S004;S005;S007;S008;S011 | S006;S009;S010;S012;S013;S014,7,4,4,7,6,6,6,9
20,50,0.17588545668688413,9,S001;S002 | S003;S004;S005;S007;S008;S011;S015 | S006;S009;S010;S012;S013;S014,7,4,4,7,7,6,6,9
20,50,0.15322805095912512,9,S001;S002 | S003;S004;S005;S007;S008;S011 | S006;S009;S010;S012;S013;S014;S015,7,4,4,7,7,6,6,9
18,48,0.38728073336879965,8,S001;S002;S009;S010;S012;S013;S014;S015 | S003;S004;S005;S007;S011 | S006;S008,6,5,4,7,6,6,6,8
20,50,0.3637592615734359,8,S001;S002;S009;S010;S012;S013;S014 | S003;S004;S005;S007;S011;S015 | S006;S008,6,6,4,7,7,6,6,8
20,50,0.2501240617291184,9,S001;S002;S009;S010;S012;S013;S014 | S003;S004;S005;S007;S011 | S006;S008;S015,6,5,4,7,7,6,6,9
17,47,0.36569872822563854,9,S001;S002;S009;S010;S013;S014;S015 | S003;S004;S005;S007;S011;S012 | S006;S008,6,4,4,7,6,6,6,8
19,49,0.36276367529635534,9,S001;S002;S009;S010;S013;S014 | S003;S004;S005;S007;S011;S012;S015 | S006;S008,6,5,4,7,7,6,6,8
19,49,0.23249692636087407,10,S001;S002;S009;S010;S013;S014 | S003;S004;S005;S007;S011;S012 | S006;S008;S015,6,4,4,7,7,6,6,9
17,47,0.19333207262226076,10,S001;S002;S009;S010;S013;S014;S015 | S003;S004;S005;S007;S011 | S006;S008;S012,6,4,4,7,5,6,6,9
19,49,0.16196045816383586,10,S001;S002;S009;S010;S013;S014 | S003;S004;S005;S007;S011;S015 | S006;S008;S012,6,5,4,7,6,6,6,9
18,48,0.13543035519013025,10,S001;S002;S009;S010;S013;S014 | S003;S004;S005;S007;S011 | S006;S008;S012;S015,6,4,4,7,6,6,6,9
17,47,0.43721840080690033,9,S001;S002;S012;S015 | S003;S004;S005;S007;S009;S010;S011;S013;S014 | S006;S008,5,5,4,7,6,6,6,8
